,OrderId,CustomerId,Subscription,PaidDate,Total,Churn
508,872,768,1,2020-12-04,49.0,0
509,871,771,1,2020-12-04,49.0,0
510,870,769,1,2020-12-04,49.0,0
511,869,767,1,2020-12-04,49.0,0
512,868,766,1,2020-12-04,49.0,0
513,867,765,1,2020-12-04,49.0,0
514,866,764,1,2020-12-04,49.0,0
515,864,763,1,2020-12-04,49.0,0
516,863,762,1,2020-12-04,54.0,0
517,861,761,1,2020-11-04,49.0,0
518,860,760,1,2020-11-04,49.0,0
519,859,759,1,2020-11-04,49.0,0
520,858,758,1,2020-11-04,49.0,0
521,857,757,0,2020-11-04,49.0,0
522,856,756,1,2020-11-04,49.0,0
523,855,755,1,2020-11-04,49.0,0
524,854,745,1,2020-11-04,49.0,0
525,853,745,1,2020-11-04,49.0,0
526,852,753,1,2020-11-04,59.0,0
527,851,751,1,2020-11-04,49.0,0
528,850,750,1,2020-11-04,118.0,0
529,849,749,1,2020-11-04,49.0,0
530,848,746,1,2020-11-04,69.0,0
531,846,746,1,2020-11-04,69.0,0
532,847,747,1,2020-11-04,138.0,0
533,845,744,1,2020-11-04,49.0,0
534,844,743,1,2020-11-04,49.0,0
535,843,742,1,2020-11-04,69.0,0
536,842,741,1,2020-11-04,69.0,0
537,841,740,1,2020-11-04,49.0,0
538,840,738,1,2020-10-04,49.0,0
539,839,737,1,2020-10-04,49.0,0
540,838,736,1,2020-10-04,49.0,0
541,837,735,1,2020-10-04,49.0,0
542,834,733,1,2020-10-04,49.0,0
543,833,731,1,2020-10-04,49.0,0
544,832,730,1,2020-10-04,69.0,0
545,831,727,1,2020-10-04,49.0,0
546,830,726,1,2020-10-04,49.0,0
547,829,725,1,2020-10-04,49.0,0
548,828,723,1,2020-10-04,49.0,0
549,827,722,1,2020-09-04,49.0,0
550,826,719,1,2020-09-04,49.0,0
551,825,718,1,2020-09-04,49.0,0
552,824,717,1,2020-09-04,49.0,0
553,823,715,1,2020-09-04,49.0,0
554,821,713,1,2020-09-04,138.0,0
555,820,712,1,2020-09-04,49.0,0
556,819,711,1,2020-09-04,49.0,0
557,816,639,1,2020-08-04,49.0,0
558,746,639,0,2020-04-04,79.0,0
559,815,704,1,2020-08-04,49.0,0
560,812,701,1,2020-08-04,49.0,0
561,811,700,1,2020-08-04,54.0,0
562,809,698,1,2020-08-04,49.0,0
563,808,697,1,2020-08-04,118.0,0
564,803,694,1,2020-07-04,49.0,0
565,802,692,1,2020-07-04,49.0,0
566,800,691,1,2020-07-04,49.0,0
567,799,690,1,2020-07-04,49.0,0
568,798,689,1,2020-07-04,49.0,0
569,797,688,1,2020-07-04,49.0,0
570,796,687,1,2020-07-04,49.0,0
571,793,684,1,2020-07-04,49.0,0
572,792,683,1,2020-07-04,49.0,0
573,791,682,1,2020-07-04,49.0,0
574,790,682,1,2020-07-04,49.0,0
575,789,681,1,2020-07-04,49.0,0
576,788,680,1,2020-07-04,49.0,0
577,785,678,1,2020-06-04,69.0,0
578,784,677,1,2020-06-04,49.0,0
579,783,676,1,2020-06-04,49.0,0
580,780,672,1,2020-06-04,49.0,0
581,779,671,1,2020-06-04,49.0,0
582,776,669,1,2020-06-04,69.0,0
583,775,668,1,2020-06-04,49.0,0
584,773,660,1,2020-06-04,49.0,0
585,772,664,1,2020-05-04,49.0,0
586,771,665,1,2020-05-04,49.0,0
587,770,662,1,2020-05-04,49.0,0
588,769,661,1,2020-05-04,49.0,0
589,767,659,1,2020-05-04,49.0,0
590,766,658,1,2020-05-04,49.0,0
591,765,657,1,2020-05-04,49.0,0
592,764,656,1,2020-05-04,69.0,0
593,763,655,1,2020-05-04,49.0,0
594,762,653,1,2020-05-04,49.0,0
595,761,649,1,2020-05-04,49.0,0
596,757,649,1,2020-05-04,49.0,0
597,760,652,1,2020-05-04,54.0,0
598,759,651,1,2020-05-04,49.0,0
599,758,650,1,2020-05-04,118.0,0
600,756,648,1,2020-05-04,49.0,0
601,755,647,1,2020-05-04,49.0,0
602,752,645,1,2020-04-04,69.0,0
603,750,644,1,2020-04-04,69.0,0
604,749,643,1,2020-04-04,69.0,0
605,748,641,1,2020-04-04,49.0,0
606,747,640,1,2020-04-04,69.0,0
607,745,636,1,2020-04-04,69.0,0
608,744,635,1,2020-04-04,55.2,0
609,743,632,1,2020-03-04,69.0,0
610,741,630,1,2020-03-04,69.0,0
611,740,629,1,2020-03-04,69.0,1
612,739,628,1,2020-03-04,138.0,0
613,737,626,1,2020-02-04,69.0,0
614,736,621,1,2020-02-04,69.0,0
615,735,625,1,2020-02-04,55.2,0
616,734,624,1,2020-02-04,55.2,0
617,732,619,1,2020-02-04,55.2,0
618,731,618,1,2020-02-04,74.0,0
619,730,35,1,2020-02-04,49.0,0
620,729,616,1,2020-02-04,69.0,0
621,728,615,1,2020-02-04,69.0,0
622,726,614,1,2020-02-04,55.2,0
623,725,612,1,2020-01-04,55.2,0
624,724,611,1,2020-01-04,69.0,0
625,723,610,1,2020-01-04,74.0,0
626,722,609,1,2020-01-04,69.0,0
627,721,608,1,2020-01-04,69.0,0
628,720,592,1,2020-01-04,55.2,0
629,719,607,1,2020-01-04,69.0,0
630,718,606,1,2020-01-04,69.0,0
631,717,605,1,2020-01-04,69.0,0
632,716,604,1,2020-01-04,69.0,0
633,715,603,1,2020-01-04,55.2,0
634,714,601,1,2020-01-04,69.0,0
635,710,597,1,2020-03-31,69.0,0
636,709,596,1,2020-03-31,69.0,1
637,707,594,1,2020-03-31,69.0,0
638,706,591,1,2020-03-31,69.0,0
639,705,590,1,2020-03-31,69.0,0
640,704,589,1,2020-03-31,69.0,0
641,703,587,1,2020-03-30,69.0,0
642,702,586,1,2020-03-30,69.0,0
643,699,581,1,2020-03-30,69.0,0
644,698,579,1,2020-03-30,138.0,0
645,697,578,1,2020-03-30,69.0,0
646,696,576,1,2020-03-30,69.0,0
647,693,573,1,2020-03-30,69.0,0
648,692,574,1,2020-03-30,69.0,0
649,691,397,1,2020-03-30,59.2,0
650,689,571,1,2020-03-29,69.0,1
651,688,570,1,2020-03-29,69.0,0
652,687,569,1,2020-03-29,138.0,0
653,686,567,1,2020-03-29,138.0,0
654,685,565,1,2020-03-29,69.0,0
655,682,563,1,2020-03-28,55.2,0
656,681,562,1,2020-03-28,69.0,0
657,680,561,1,2020-03-28,69.0,0
658,679,560,1,2020-03-28,138.0,0
659,678,558,1,2020-03-28,110.4,0
660,677,557,1,2020-03-28,69.0,0
661,676,556,1,2020-03-28,69.0,0
662,675,555,1,2020-03-27,69.0,0
663,674,554,1,2020-03-26,79.0,1
664,673,553,1,2020-03-26,138.0,0
665,672,552,1,2020-03-26,69.0,0
666,671,551,1,2020-03-26,69.0,0
667,670,550,1,2020-03-25,69.0,0
668,669,549,1,2020-03-25,49.0,0
669,668,548,1,2020-03-25,138.0,0
670,666,546,1,2020-03-25,138.0,0
671,665,545,1,2020-03-25,69.0,0
672,664,544,1,2020-03-25,69.0,0
673,663,543,1,2020-03-25,69.0,0
674,658,540,1,2020-03-25,69.0,1
675,657,539,1,2020-03-24,69.0,0
676,656,538,1,2020-03-24,69.0,0
677,655,537,1,2020-03-24,69.0,0
678,654,536,1,2020-03-24,69.0,0
679,653,529,1,2020-03-24,49.0,0
680,652,527,1,2020-03-24,49.0,0
681,651,535,1,2020-03-24,138.0,0
682,650,534,1,2020-03-24,69.0,0
683,647,533,1,2020-03-24,49.0,0
684,646,532,1,2020-03-24,69.0,0
685,645,531,1,2020-03-24,49.0,0
686,644,530,1,2020-03-24,69.0,0
687,643,528,1,2020-03-24,69.0,0
688,642,525,1,2020-03-24,49.0,0
689,641,524,1,2020-03-24,49.0,0
690,638,522,1,2020-03-23,49.0,0
691,637,492,1,2020-03-23,49.0,0
692,636,521,1,2020-03-23,49.0,0
693,635,520,1,2020-03-23,49.0,0
694,634,519,1,2020-03-23,49.0,0
695,632,161,1,2020-03-23,69.0,0
696,631,517,1,2020-03-23,49.0,0
697,629,515,1,2020-03-23,49.0,0
698,628,514,1,2020-03-23,49.0,0
699,627,513,1,2020-03-23,49.0,1
700,626,512,1,2020-03-23,49.0,0
701,625,511,1,2020-03-23,49.0,0
702,624,510,1,2020-03-23,49.0,0
703,623,447,1,2020-03-23,49.0,0
704,622,509,1,2020-03-23,49.0,0
705,621,508,1,2020-03-23,118.0,0
706,620,425,1,2020-03-23,69.0,0
707,619,505,1,2020-03-23,49.0,0
708,618,506,1,2020-03-23,49.0,0
709,617,504,1,2020-03-23,138.0,0
710,616,502,1,2020-03-23,49.0,0
711,613,501,1,2020-03-23,49.0,1
712,610,500,1,2020-03-23,49.0,0
713,609,499,1,2020-03-23,49.0,0
714,608,498,1,2020-03-23,69.0,1
715,607,497,1,2020-03-22,49.0,0
716,606,496,1,2020-03-22,49.0,0
717,605,494,1,2020-03-22,49.0,0
718,604,493,1,2020-03-22,49.0,0
719,603,491,1,2020-03-22,49.0,0
720,602,490,1,2020-03-22,49.0,0
721,601,489,1,2020-03-22,49.0,0
722,600,488,1,2020-03-22,49.0,0
723,599,487,1,2020-03-22,49.0,0
724,597,485,1,2020-03-22,49.0,0
725,596,484,1,2020-03-22,138.0,0
726,595,483,1,2020-03-22,49.0,0
727,594,482,1,2020-03-22,49.0,1
728,593,481,1,2020-03-22,49.0,0
729,592,480,1,2020-03-22,49.0,0
730,590,477,1,2020-03-22,49.0,0
731,589,476,1,2020-03-22,69.0,0
732,588,475,1,2020-03-22,49.0,0
733,587,474,1,2020-03-22,49.0,0
734,584,401,1,2020-03-22,49.0,1
735,512,401,1,2020-03-19,49.0,1
736,583,469,1,2020-03-22,49.0,0
737,581,467,1,2020-03-21,49.0,0
738,580,466,1,2020-03-21,69.0,0
739,579,465,1,2020-03-21,49.0,0
740,578,463,1,2020-03-21,69.0,0
741,577,462,1,2020-03-21,49.0,1
742,576,461,1,2020-03-21,49.0,0
743,575,460,1,2020-03-21,49.0,0
744,574,459,1,2020-03-21,49.0,0
745,573,458,1,2020-03-21,49.0,0
746,572,457,1,2020-03-21,49.0,0
747,571,456,1,2020-03-21,49.0,0
748,570,455,1,2020-03-21,49.0,0
749,569,454,1,2020-03-21,49.0,0
750,568,453,1,2020-03-21,49.0,0
751,567,452,1,2020-03-21,49.0,0
752,566,451,1,2020-03-21,69.0,1
753,565,448,1,2020-03-21,49.0,0
754,564,450,1,2020-03-21,49.0,0
755,563,449,1,2020-03-21,59.0,0
756,562,446,1,2020-03-21,54.0,0
757,561,445,1,2020-03-21,49.0,0
758,560,445,1,2020-03-21,49.0,0
759,557,443,1,2020-03-20,49.0,0
760,556,396,1,2020-03-20,49.0,0
761,555,442,1,2020-03-20,49.0,0
762,552,440,1,2020-03-20,49.0,0
763,551,438,1,2020-03-20,49.0,0
764,550,439,1,2020-03-20,128.0,0
765,549,428,1,2020-03-20,49.0,0
766,540,428,1,2020-03-20,49.0,0
767,548,436,1,2020-03-20,49.0,0
768,547,435,1,2020-03-20,49.0,0
769,546,434,1,2020-03-20,49.0,0
770,545,433,1,2020-03-20,69.0,0
771,544,432,1,2020-03-20,49.0,0
772,543,431,1,2020-03-20,49.0,1
773,542,430,1,2020-03-20,69.0,0
774,539,427,1,2020-03-20,118.0,0
775,538,426,1,2020-03-20,49.0,0
776,537,424,1,2020-03-20,49.0,0
777,536,406,1,2020-03-20,49.0,0
778,535,399,1,2020-03-20,49.0,1
779,534,423,1,2020-03-20,49.0,0
780,533,422,0,2020-03-20,49.0,0
781,532,421,1,2020-03-20,49.0,0
782,531,393,1,2020-03-20,49.0,0
783,530,420,1,2020-03-20,49.0,0
784,528,418,1,2020-03-20,49.0,0
785,526,417,1,2020-03-19,49.0,0
786,525,416,1,2020-03-19,49.0,0
787,524,415,1,2020-03-19,49.0,0
788,523,414,1,2020-03-19,49.0,0
789,522,412,1,2020-03-19,54.0,0
790,521,411,1,2020-03-19,49.0,0
791,520,410,1,2020-03-19,49.0,0
792,518,408,1,2020-03-19,49.0,0
793,517,132,0,2020-03-19,79.0,0
794,254,132,1,2019-12-26,59.0,0
795,515,404,1,2020-03-19,118.0,0
796,514,403,1,2020-03-19,49.0,0
797,513,402,1,2020-03-19,49.0,0
798,511,400,1,2020-03-19,49.0,0
799,510,398,1,2020-03-19,49.0,0
800,509,229,1,2020-03-19,49.0,0
801,388,229,0,2020-06-03,79.0,0
802,507,395,1,2020-03-18,49.0,0
803,506,395,1,2020-03-18,49.0,0
804,505,394,1,2020-03-18,49.0,0
805,504,392,1,2020-03-18,49.0,0
806,502,390,1,2020-03-18,49.0,0
807,501,389,1,2020-03-18,49.0,0
808,500,388,1,2020-03-18,49.0,0
809,499,386,1,2020-03-18,49.0,1
810,497,385,1,2020-03-18,49.0,0
811,495,365,1,2020-03-18,49.0,0
812,494,382,1,2020-03-18,49.0,0
813,493,381,1,2020-03-18,69.0,0
814,492,378,1,2020-03-18,49.0,0
815,491,377,1,2020-03-18,49.0,1
816,490,376,1,2020-03-18,49.0,0
817,489,375,1,2020-03-18,74.0,0
818,488,374,1,2020-03-18,49.0,0
819,486,372,1,2020-03-17,49.0,0
820,485,371,1,2020-03-17,49.0,0
821,484,370,1,2020-03-17,49.0,1
822,483,369,1,2020-03-17,49.0,0
823,482,368,1,2020-03-17,49.0,0
824,481,367,1,2020-03-17,49.0,0
825,480,367,1,2020-03-17,49.0,0
826,479,356,1,2020-03-17,39.0,0
827,471,356,1,2020-03-16,54.0,0
828,478,347,1,2020-03-17,49.0,0
829,476,362,1,2020-03-16,49.0,0
830,475,361,1,2020-03-16,49.0,1
831,474,360,1,2020-03-16,49.0,0
832,472,357,1,2020-03-16,49.0,0
833,470,355,1,2020-03-16,49.0,0
834,469,354,1,2020-03-16,49.0,0
835,468,353,1,2020-03-16,49.0,0
836,467,352,1,2020-03-16,54.0,0
837,466,351,1,2020-03-16,49.0,0
838,465,350,1,2020-03-16,49.0,0
839,463,349,1,2020-03-16,138.0,0
840,462,348,0,2020-03-16,64.0,0
841,461,346,1,2020-03-16,49.0,0
842,460,345,1,2020-03-16,49.0,0
843,459,344,1,2020-03-16,69.0,0
844,458,343,1,2020-03-16,49.0,0
845,456,341,1,2020-03-15,49.0,0
846,455,341,1,2020-03-15,49.0,0
847,454,340,1,2020-03-15,49.0,0
848,453,338,1,2020-03-15,49.0,0
849,452,337,1,2020-03-15,49.0,0
850,451,336,1,2020-03-15,69.0,0
851,450,334,1,2020-03-15,69.0,0
852,449,318,1,2020-03-15,49.0,1
853,448,333,1,2020-03-15,49.0,0
854,447,121,1,2020-03-15,49.0,0
855,446,332,1,2020-03-15,69.0,0
856,445,152,1,2020-03-15,49.0,1
857,444,330,1,2020-03-15,54.0,0
858,443,329,1,2020-03-15,49.0,0
859,442,328,1,2020-03-15,49.0,0
860,441,327,1,2020-03-15,49.0,0
861,440,326,1,2020-03-15,49.0,0
862,439,325,1,2020-03-15,49.0,0
863,438,324,1,2020-03-15,49.0,0
864,437,322,1,2020-03-15,49.0,0
865,436,323,1,2020-03-15,49.0,0
866,435,321,1,2020-03-15,118.0,0
867,434,320,1,2020-03-15,54.0,0
868,433,319,1,2020-03-15,54.0,0
869,432,317,1,2020-03-14,49.0,0
870,431,315,1,2020-03-14,49.0,0
871,430,316,1,2020-03-14,49.0,0
872,429,314,1,2020-03-14,49.0,0
873,428,313,1,2020-03-14,49.0,0
874,427,312,1,2020-03-14,49.0,0
875,426,311,1,2020-03-14,49.0,0
876,425,310,1,2020-03-14,49.0,0
877,424,309,1,2020-03-14,49.0,0
878,423,308,1,2020-03-14,49.0,0
879,422,307,1,2020-03-13,69.0,0
880,421,305,1,2020-03-13,49.0,0
881,420,304,1,2020-03-13,74.0,0
882,419,303,1,2020-03-13,49.0,0
883,418,302,1,2020-03-13,69.0,0
884,417,170,1,2020-03-13,103.5,0
885,416,301,1,2020-03-13,69.0,0
886,415,11,1,2020-12-03,69.0,1
887,412,296,1,2020-11-03,69.0,0
888,411,295,1,2020-11-03,69.0,0
889,410,294,1,2020-11-03,69.0,0
890,408,293,1,2020-10-03,69.0,0
891,407,292,1,2020-10-03,69.0,0
892,406,291,1,2020-10-03,69.0,1
893,405,241,1,2020-10-03,69.0,0
894,403,239,1,2020-09-03,69.0,0
895,402,238,1,2020-09-03,69.0,0
896,400,237,1,2020-09-03,69.0,0
897,399,236,1,2020-09-03,69.0,0
898,398,235,1,2020-09-03,69.0,0
899,396,233,1,2020-08-03,69.0,0
900,395,232,1,2020-08-03,69.0,1
901,394,231,1,2020-07-03,69.0,0
902,387,115,0,2020-06-03,20.0,1
903,241,115,1,2019-11-12,226.0,1
904,385,228,1,2020-05-03,69.0,0
905,384,227,0,2020-05-03,69.0,1
906,383,225,1,2020-04-03,69.0,0
907,382,222,0,2020-03-03,69.0,1
908,381,221,1,2020-03-03,79.0,0
909,380,220,1,2020-03-03,69.0,0
910,377,218,1,2020-03-03,69.0,0
911,376,217,1,2020-03-03,69.0,0
912,375,216,1,2020-02-03,69.0,0
913,374,215,1,2020-02-03,69.0,0
914,373,214,1,2020-01-03,138.0,0
915,372,213,1,2020-01-03,69.0,0
916,371,212,1,2020-01-03,69.0,0
917,369,210,1,2020-01-03,69.0,0
918,368,209,1,2020-01-03,69.0,0
919,367,206,1,2020-02-29,69.0,0
920,366,203,0,2020-02-28,138.0,0
921,365,200,1,2020-02-27,69.0,0
922,364,199,1,2020-02-27,69.0,0
923,362,197,1,2020-02-26,13.8,0
924,360,195,1,2020-02-25,69.0,0
925,355,194,1,2020-02-24,79.0,0
926,352,190,1,2020-02-24,69.0,0
927,349,189,1,2020-02-23,69.0,0
928,348,188,1,2020-02-23,69.0,0
929,344,187,1,2020-02-22,69.0,0
930,339,185,1,2020-02-21,138.0,0
931,332,177,1,2020-02-16,69.0,0
932,330,176,1,2020-02-15,69.0,0
933,328,175,1,2020-02-14,103.5,0
934,326,173,1,2020-02-13,103.5,0
935,324,172,1,2020-12-02,103.5,1
936,323,171,1,2020-12-02,103.5,0
937,322,165,1,2020-09-02,69.0,0
938,321,164,1,2020-09-02,74.0,0
939,320,163,1,2020-09-02,69.0,0
940,318,160,1,2020-07-02,69.0,0
941,317,158,1,2020-07-02,59.0,0
942,300,146,1,2020-01-28,69.0,0
943,267,146,1,2020-01-13,69.0,0
944,271,153,1,2020-01-18,69.0,0
945,268,148,1,2020-01-14,69.0,1
946,265,144,1,2020-01-13,138.0,0
947,263,142,1,2020-12-01,69.0,0
948,262,128,1,2020-10-01,138.0,1
949,261,139,1,2020-06-01,69.0,0
950,260,138,1,2020-04-01,69.0,1
951,259,137,1,2020-04-01,69.0,0
952,256,134,1,2019-12-29,69.0,0
953,255,133,1,2019-12-27,59.0,0
954,253,131,1,2019-12-26,69.0,0
955,252,129,1,2019-12-25,49.0,1
956,251,127,1,2019-12-24,69.0,0
957,250,126,1,2019-12-23,59.0,0
958,249,45,1,2019-12-22,60.0,0
959,176,45,1,2019-10-30,65.0,0
960,248,124,1,2019-12-22,69.0,0
961,247,123,1,2019-12-21,69.0,0
962,245,120,1,2019-12-17,59.0,0
963,244,119,1,2019-12-17,69.0,0
964,243,118,1,2019-12-16,59.0,0
965,242,116,1,2019-12-12,126.4,0
966,240,114,1,2019-11-12,69.0,0
967,237,110,1,2019-03-12,69.0,0
968,236,109,1,2019-02-12,54.0,0
969,235,49,1,2019-02-12,54.0,0
970,175,49,1,2019-10-30,60.0,0
971,233,65,1,2019-02-12,54.0,0
972,183,65,1,2019-01-11,60.0,0
973,232,108,1,2019-01-12,69.0,0
974,230,106,1,2019-11-30,54.0,0
975,229,105,1,2019-11-30,54.0,0
976,228,104,1,2019-11-30,54.0,0
977,227,103,1,2019-11-29,59.0,0
978,226,102,1,2019-11-29,54.0,0
979,224,100,1,2019-11-28,54.0,0
980,223,99,1,2019-11-28,54.0,0
981,222,98,1,2019-11-28,54.0,1
982,221,97,1,2019-11-27,54.0,0
983,220,64,1,2019-11-27,54.0,0
984,219,87,1,2019-11-27,54.0,0
985,208,87,1,2019-11-20,69.95,0
986,218,96,1,2019-11-27,54.0,0
987,217,95,1,2019-11-27,54.0,0
988,216,94,1,2019-11-26,69.0,0
989,215,93,1,2019-11-26,54.0,0
990,214,92,1,2019-11-26,54.0,1
991,213,36,0,2019-11-25,69.0,0
992,212,90,1,2019-11-24,54.0,0
993,211,89,1,2019-11-23,59.0,0
994,204,84,1,2019-11-13,60.0,0
995,203,83,1,2019-12-11,55.0,0
996,202,77,1,2019-11-11,60.0,0
997,201,82,1,2019-09-11,60.0,0
998,200,79,1,2019-08-11,55.0,0
999,198,80,1,2019-07-11,55.0,0
1000,197,78,1,2019-05-11,60.0,0
1001,194,76,1,2019-05-11,60.0,1
1002,193,75,1,2019-05-11,60.0,1
1003,192,74,1,2019-05-11,60.0,0
1004,191,73,1,2019-04-11,60.0,0
1005,190,72,1,2019-04-11,60.0,0
1006,189,72,1,2019-04-11,60.0,0
1007,188,71,1,2019-03-11,60.0,0
1008,187,68,1,2019-02-11,70.0,0
1009,186,70,1,2019-02-11,60.0,0
1010,185,67,1,2019-01-11,70.0,0
1011,184,66,1,2019-01-11,70.0,0
1012,182,63,1,2019-01-11,70.0,0
1013,181,38,1,2019-01-11,60.0,0
1014,154,38,1,2019-10-30,60.0,0
1015,180,59,1,2019-10-31,60.0,0
1016,179,58,1,2019-10-31,60.0,0
1017,178,56,1,2019-10-31,55.0,0
1018,177,55,1,2019-10-31,60.0,0
1019,174,54,1,2019-10-29,60.0,0
1020,173,53,1,2019-10-29,60.0,0
1021,171,52,1,2019-10-29,70.0,0
1022,169,50,1,2019-10-29,55.0,0
1023,168,50,1,2019-10-29,55.0,0
1024,167,50,0,2019-10-29,70.0,0
1025,166,48,1,2019-10-29,60.0,0
1026,165,47,1,2019-10-29,60.0,0
1027,164,46,1,2019-10-29,60.0,0
1028,163,44,1,2019-10-30,65.0,0
1029,162,41,1,2019-10-29,60.0,1
1030,160,41,1,2019-10-29,60.0,1
1031,158,41,1,2019-10-29,60.0,1
1032,157,41,1,2019-10-29,60.0,1
1033,156,41,1,2019-10-30,60.0,1
1034,159,42,1,2019-10-29,60.0,0
1035,155,40,1,2019-10-30,60.0,0
1036,151,33,1,2019-10-21,70.0,0
